סמל היישוב,שם יישוב,מחוז,נפה,צורת יישוב,מעמד מוניציפלי,אזור טבעי,אוכלוסייה - סך הכל,מזה: יהודים ואחרים,מזה: יהודים,מזה: ערבים,אשכול רשויות מקומיות
3778,עץ אפרים,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,שומרון,,"2,460","2,460","2,383",-,
917,עצמון שגב,הצפון,עכו,יישובים קהילתיים,משגב,אזור שפרעם,"1,166","1,166","1,154",-,אשכול רשויות בית הכרם הגלילי  
531,עראבה,הצפון,עכו,יישובים לא יהודיים 49999-20000 תושבים,עירייה,אזור שפרעם,"26,252",39,-,"26,213",
1246,עראמשה*,הצפון,עכו,יישובים כפריים אחרים לא יהודיים,מטה אשר,אזור אילון,"1,727",-,-,"1,727",אשכול רשויות גליל מערבי       
1335,ערב אל נעים,הצפון,עכו,יישובים כפריים אחרים לא יהודיים,משגב,אזור שפרעם,826,-,-,826,אשכול רשויות בית הכרם הגלילי  
2560,ערד,הדרום,באר שבע,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור באר שבע,"27,207","26,317","22,103",890,אשכול רשויות נגב מזרחי        
593,ערוגות,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,באר טוביה,אזור מלאכי,"1,154","1,153","1,124",1,אשכול רשויות שורק דרומי       
637,ערערה,חיפה,חדרה,יישובים לא יהודיים 49999-20000 תושבים,מועצה מקומית,הר אלכסנדר,"25,531",43,12,"25,488",
1192,ערערה-בנגב,הדרום,באר שבע,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,אזור באר שבע,"18,951",10,-,"18,941",אשכול רשויות נגב מזרחי        
591,עשרת,המרכז,רחובות,יישובים כפריים אחרים יהודיים,גדרות,אזור רחובות,989,989,981,-,
53,עתלית,חיפה,חדרה,יישובים יהודיים 9999-5000 תושבים,חוף הכרמל,חוף הכרמל,"9,732","9,650","9,354",82,
3748,עתניאל,יהודה והשומרון,,יישובים קהילתיים,הר חברון,,980,980,980,-,
1151,פארן,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,הערבה התיכונה,הערבה,508,505,482,3,אשכול רשויות נגב מזרחי        
1763,פארק תעשיות ספירים,הדרום,אשקלון,מוקד תעסוקה,שער הנגב,אזור אשקלון,-,-,-,-,אשכול רשויות נגב מערבי        
1745,פארק תעשיות עמק חפר,המרכז,השרון,מוקד תעסוקה,עמק חפר,מערב השרון,-,-,-,-,
3768,פדואל,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,שומרון,,"2,044","2,044","2,030",-,
750,פדויים,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,מרחבים,אזור בשור,519,519,509,-,אשכול רשויות נגב מערבי        
838,פדיה,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,גזר,אזור רמלה,836,836,833,-,
537,פוריידיס,חיפה,חדרה,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,חוף הכרמל,"13,450",16,8,"13,434",
1104,פורייה - כפר עבודה,הצפון,כנרת,יישובים כפריים אחרים יהודיים,עמק הירדן,כנרות,371,371,348,-,אשכול רשויות הכנרת והעמקים    
1105,פורייה - נווה עובד,הצפון,כנרת,יישובים כפריים אחרים יהודיים,עמק הירדן,כנרות,"1,265","1,252","1,193",13,אשכול רשויות הכנרת והעמקים    
1313,פורייה עילית,הצפון,כנרת,יישובים כפריים אחרים יהודיים,עמק הירדן,כנרות,"1,182","1,124","1,008",58,אשכול רשויות הכנרת והעמקים    
767,פורת,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,לב השרון,מערב השרון,"1,278","1,278","1,257",-,אשכול רשויות השרון            
749,פטיש,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,מרחבים,אזור בשור,965,963,953,2,אשכול רשויות נגב מערבי        
1185,פלך,הצפון,עכו,קיבוצים,משגב,אזור יחיעם,182,182,176,-,אשכול רשויות בית הכרם הגלילי  
597,פלמחים,המרכז,רחובות,קיבוצים,גן רווה,אזור ראשון לציון,745,745,725,-,
3723,פני חבר,יהודה והשומרון,,יישובים קהילתיים,הר חברון,,678,678,677,-,
3659,פסגות,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,מטה בנימין,,"2,037","2,037","2,037",-,אשכול יהודה ושומרון           
535,פסוטה,הצפון,עכו,יישובים לא יהודיים 4999-2000 תושבים,מועצה מקומית,אזור אילון,"3,181",7,-,"3,174",אשכול רשויות גליל מערבי       
2059,"פעמי תש""ז",הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,מרחבים,אזור גרר,572,572,570,-,אשכול רשויות נגב מערבי        
3615,פצאל,יהודה והשומרון,,מושבים - לרבות כפרים שיתופיים,ערבות הירדן,,322,321,321,1,אשכול יהודה ושומרון           
536,פקיעין (בוקייעה),הצפון,עכו,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,אזור יחיעם,"5,976",2,-,"5,974",
281,פקיעין חדשה,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מעלה יוסף,אזור יחיעם,584,567,548,17,אשכול רשויות גליל מערבי       
7800,פרדס חנה-כרכור,חיפה,חדרה,יישובים יהודיים 49999-20000 תושבים,מועצה מקומית,אזור חדרה,"43,760","43,694","42,360",66,
171,פרדסייה,המרכז,השרון,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,מערב השרון,"6,641","6,639","6,541",2,
599,פרוד,הצפון,צפת,קיבוצים,מרום הגליל,גליל עליון מזרחי,609,603,579,6,אשכול רשויות גליל מזרחי       
2053,פרזון,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,הגלבוע,עמק יזרעאל,363,363,354,-,אשכול רשויות הגליל והעמקים    
1231,פרי גן,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,אשכול,אזור בשור,244,244,243,-,אשכול רשויות נגב מערבי        
7900,פתח תקווה,המרכז,פתח תקווה,יישובים יהודיים 499999-200000 תושבים,עירייה,אזור פתח תקווה,"250,484","250,092","229,342",392,
839,פתחיה,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,גזר,אזור רמלה,852,852,841,-,
413,צאלים,הדרום,באר שבע,קיבוצים,אשכול,אזור בשור,468,468,419,-,אשכול רשויות נגב מערבי        
1180,צביה,הצפון,עכו,יישובים קהילתיים,משגב,אזור כרמיאל,335,335,326,-,אשכול רשויות בית הכרם הגלילי  
1213,צבעון,הצפון,עכו,קיבוצים,הגליל העליון,אזור אילון,305,305,278,-,אשכול רשויות גליל מזרחי       
465,צובה,ירושלים,ירושלים,קיבוצים,מטה יהודה,הרי יהודה,614,614,600,-,
1136,צוחר,הדרום,באר שבע,יישובים כפריים אחרים יהודיים,אשכול,אזור בשור,469,468,441,1,אשכול רשויות נגב מערבי        
1111,צופייה,המרכז,רחובות,מקום,חבל יבנה,אזור רחובות,-,-,-,-,אשכול רשויות שורק דרומי       
3791,צופים,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,שומרון,,"2,433","2,432","2,368",1,
198,צופית,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,דרום השרון,דרום השרון,"1,319","1,319","1,299",-,אשכול רשויות השרון            
1150,צופר,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,הערבה התיכונה,הערבה,466,465,456,1,אשכול רשויות נגב מזרחי        
1102,צוקי ים,המרכז,השרון,יישובים כפריים אחרים יהודיים,עמק חפר,מערב השרון,286,286,282,-,
1262,צוקים,הדרום,באר שבע,יישובים קהילתיים,הערבה התיכונה,הערבה,342,342,330,-,אשכול רשויות נגב מזרחי        
1113,צור הדסה,ירושלים,ירושלים,יישובים יהודיים 19999-10000 תושבים,מטה יהודה,הרי יהודה,"11,584","11,558","10,976",26,
1345,צור יצחק,המרכז,פתח תקווה,יישובים יהודיים 9999-5000 תושבים,דרום השרון,דרום השרון,"6,584","6,551","6,335",33,אשכול רשויות השרון            
276,צור משה,המרכז,השרון,יישובים יהודיים 4999-2000 תושבים,לב השרון,מערב השרון,"3,313","3,308","3,273",5,אשכול רשויות השרון            
1148,צור נתן,המרכז,פתח תקווה,מושבים שיתופיים,דרום השרון,דרום השרון,307,307,304,-,אשכול רשויות השרון            
774,צוריאל,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מעלה יוסף,אזור יחיעם,374,370,364,4,אשכול רשויות גליל מערבי       
1221,צורית,הצפון,עכו,יישובים קהילתיים,משגב,אזור כרמיאל,917,916,893,1,אשכול רשויות בית הכרם הגלילי  
613,ציפורי,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק יזרעאל,הרי נצרת-תירען,985,864,832,121,אשכול רשויות הגליל והעמקים    
796,צלפון,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,"1,075","1,075","1,073",-,
636,צנדלה,הצפון,יזרעאל,יישובים כפריים אחרים לא יהודיים,הגלבוע,עמק חרוד,"1,670",-,-,"1,670",אשכול רשויות הגליל והעמקים    
594,צפרייה,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,שדות דן,אזור רמלה,"1,034","1,034","1,034",-,
1079,צפרירים,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,412,412,406,-,
8000,צפת,הצפון,צפת,יישובים יהודיים 49999-20000 תושבים,עירייה,גליל עליון מזרחי,"36,060","35,283","33,930",777,אשכול רשויות גליל מזרחי       
612,צרופה,חיפה,חדרה,מושבים - לרבות כפרים שיתופיים,חוף הכרמל,חוף הכרמל,"1,122","1,121","1,107",1,
567,צרעה,ירושלים,ירושלים,קיבוצים,מטה יהודה,שפלת יהודה,940,940,926,-,
334,קבוצת יבנה,המרכז,רחובות,קיבוצים,חבל יבנה,אזור רחובות,964,964,963,-,אשכול רשויות שורק דרומי       
3557,קדומים,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,מועצה מקומית,,"4,586","4,586","4,560",-,אשכול יהודה ושומרון           
195,קדימה-צורן,המרכז,השרון,יישובים יהודיים 49999-20000 תושבים,מועצה מקומית,מערב השרון,"22,716","22,697","22,243",19,אשכול רשויות השרון            
392,קדמה,הדרום,אשקלון,מקום,יואב,אזור מלאכי,-,-,-,-,אשכול רשויות שורק דרומי       
4025,קדמת צבי,הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,גולן תיכוני,512,512,481,-,אשכול רשויות גליל מזרחי       
3781,קדר,יהודה והשומרון,,יישובים קהילתיים,גוש עציון,,"1,619","1,619","1,599",-,
615,קדרון,המרכז,רחובות,מושבים - לרבות כפרים שיתופיים,ברנר,אזור רחובות,"1,604","1,604","1,587",-,אשכול רשויות שורק דרומי       
1211,קדרים,הצפון,צפת,קיבוצים,הגליל העליון,גליל תחתון מרכזי,289,289,285,-,אשכול רשויות גליל מזרחי       
766,קוממיות,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,שפיר,אזור מלאכי,551,551,551,-,
1179,קורנית,הצפון,עכו,יישובים קהילתיים,משגב,אזור שפרעם,922,922,897,-,אשכול רשויות בית הכרם הגלילי  
1052,קטורה,הדרום,באר שבע,קיבוצים,חבל אילות,הערבה,488,487,459,1,אשכול רשויות נגב מזרחי        
1167,קיסריה,חיפה,חדרה,יישובים יהודיים 9999-5000 תושבים,חוף הכרמל,אזור חדרה,"5,561","5,544","5,375",17,
414,קלחים,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,מרחבים,אזור גרר,656,655,650,1,אשכול רשויות נגב מערבי        
3601,קליה,יהודה והשומרון,,קיבוצים,מגילות ים המלח,,464,457,444,7,אשכול יהודה ושומרון           
638,קלנסווה,המרכז,השרון,יישובים לא יהודיים 49999-20000 תושבים,עירייה,מזרח השרון,"23,512",52,26,"23,460",אשכול רשויות השרון            
4024,קלע,הצפון,גולן,יישובים קהילתיים,גולן,גולן צפוני,336,336,303,-,אשכול רשויות גליל מזרחי       
1243,קציר,חיפה,חדרה,יישובים יהודיים 4999-2000 תושבים,מנשה,הר אלכסנדר,"2,952","2,886","2,680",66,
1347,קצר א-סר,הדרום,באר שבע,יישובים לא יהודיים 4999-2000 תושבים,נווה מדבר,אזור באר שבע,"2,593",2,-,"2,591",אשכול רשויות נגב מזרחי        
4100,קצרין,הצפון,גולן,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,גולן תיכוני,"7,500","7,440","6,085",60,אשכול רשויות גליל מזרחי       
2620,קריית אונו,תל אביב,,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור רמת גן,"40,834","40,793","39,749",41,
3611,קריית ארבע,יהודה והשומרון,,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,,"7,338","7,338","7,175",-,
6800,קריית אתא,חיפה,חיפה,יישובים יהודיים 99999-50000 תושבים,עירייה,אזור חיפה,"59,364","59,234","54,527",130,אשכול רשויות המפרץ            
9500,קריית ביאליק,חיפה,חיפה,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור חיפה,"41,913","41,868","37,943",45,אשכול רשויות המפרץ            
2630,קריית גת,הדרום,אשקלון,יישובים יהודיים 99999-50000 תושבים,עירייה,אזור לכיש,"58,481","58,409","54,686",72,
1768,קריית חינוך מרחבים*,הדרום,באר שבע,מוקד תעסוקה,מרחבים,אזור בשור,-,-,-,-,אשכול רשויות נגב מערבי        
2300,קריית טבעון,חיפה,חיפה,יישובים יהודיים 19999-10000 תושבים,מועצה מקומית,אזור חיפה,"18,313","18,206","17,676",107,אשכול רשויות המפרץ            
9600,קריית ים,חיפה,חיפה,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור חיפה,"39,458","39,368","32,770",90,אשכול רשויות המפרץ            
1137,קריית יערים,ירושלים,ירושלים,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,הרי יהודה,"6,239","6,238","6,217",1,
2039,קריית יערים (מוסד),ירושלים,ירושלים,יישובים מוסדיים יהודיים,מטה יהודה,הרי יהודה,165,164,153,1,
8200,קריית מוצקין,חיפה,חיפה,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור חיפה,"45,463","45,409","40,720",54,אשכול רשויות המפרץ            
1034,קריית מלאכי,הדרום,אשקלון,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור מלאכי,"24,385","24,304","23,891",81,אשכול רשויות שורק דרומי       
3746,קריית נטפים,יהודה והשומרון,,יישובים קהילתיים,שומרון,,964,964,963,-,
78,קריית ענבים,ירושלים,ירושלים,קיבוצים,מטה יהודה,הרי יהודה,466,460,421,6,
469,קריית עקרון,המרכז,רחובות,יישובים יהודיים 19999-10000 תושבים,מועצה מקומית,אזור רחובות,"11,077","11,004","10,658",73,אשכול רשויות שורק דרומי       
412,קריית שלמה,המרכז,השרון,יישובים מוסדיים יהודיים,חוף השרון,מערב השרון,232,227,172,5,
2800,קריית שמונה,הצפון,צפת,יישובים יהודיים 49999-20000 תושבים,עירייה,עמק חולה,"22,363","21,608","19,963",755,אשכול רשויות גליל מזרחי       
1766,קרית חינוך עזתה,הדרום,באר שבע,מוקד תעסוקה,שדות נגב,אזור גרר,-,-,-,-,אשכול רשויות נגב מערבי        
1746,קרית תעופה,המרכז,רמלה,מוקד תעסוקה,חבל מודיעין,אזור רמלה,-,-,-,-,
3640,קרני שומרון,יהודה והשומרון,,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,,"9,417","9,408","9,113",9,אשכול יהודה ושומרון           
4006,קשת,הצפון,גולן,מושבים שיתופיים,גולן,גולן צפוני,842,842,842,-,אשכול רשויות גליל מזרחי       
543,ראמה,הצפון,עכו,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,אזור כרמיאל,"7,791",20,7,"7,771",אשכול רשויות בית הכרם הגלילי  
1334,ראס אל-עין,הצפון,עכו,יישובים כפריים אחרים לא יהודיים,משגב,אזור כרמיאל,397,-,-,397,אשכול רשויות בית הכרם הגלילי  
990,ראס עלי,חיפה,חיפה,יישובים כפריים אחרים לא יהודיים,זבולון,אזור חיפה,652,-,-,652,אשכול רשויות המפרץ            
2640,ראש העין,המרכז,פתח תקווה,יישובים יהודיים 99999-50000 תושבים,עירייה,אזור פתח תקווה,"67,624","67,573","65,674",51,
26,ראש פינה,הצפון,צפת,יישובים יהודיים 4999-2000 תושבים,מועצה מקומית,אזור חצור,"3,217","3,170","3,082",47,אשכול רשויות גליל מזרחי       
3602,ראש צורים,יהודה והשומרון,,קיבוצים,גוש עציון,,947,947,947,-,
8300,ראשון לציון,המרכז,רחובות,יישובים יהודיים 499999-200000 תושבים,עירייה,אזור ראשון לציון,"256,055","255,826","232,503",229,
3795,רבבה,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,שומרון,,"2,786","2,786","2,786",-,
564,רבדים,הדרום,אשקלון,קיבוצים,יואב,אזור מלאכי,817,817,806,-,אשכול רשויות שורק דרומי       
354,רביבים,הדרום,באר שבע,קיבוצים,רמת נגב,הר הנגב הצפוני,"1,085","1,075",972,10,אשכול רשויות נגב מזרחי        
1225,רביד,הצפון,כנרת,קיבוצים,עמק הירדן,גליל תחתון מזרחי,138,137,136,1,אשכול רשויות הכנרת והעמקים    
390,רגבה,הצפון,עכו,מושבים שיתופיים,מטה אשר,אזור נהרייה,"1,123","1,123","1,113",-,אשכול רשויות גליל מערבי       
444,רגבים,חיפה,חדרה,קיבוצים,מנשה,הר אלכסנדר,506,506,496,-,
1161,רהט,הדרום,באר שבע,יישובים לא יהודיים 99999-50000 תושבים,עירייה,אזור באר שבע,"73,768",170,93,"73,598",אשכול רשויות נגב מערבי        
2051,רווחה,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,שפיר,אזור לכיש,562,562,562,-,
2016,רוויה,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק המעיינות,עמק בית שאן,444,441,437,3,אשכול רשויות הכנרת והעמקים    
1341,רוח מדבר,הדרום,באר שבע,יישובים מוסדיים יהודיים,רמת נגב,הר הנגב הצפוני,69,67,56,2,אשכול רשויות נגב מזרחי        
362,רוחמה,הדרום,אשקלון,קיבוצים,שער הנגב,אזור אשקלון,722,686,653,36,אשכול רשויות נגב מערבי        
539,רומאנה,הצפון,,יישובים כפריים אחרים לא יהודיים,אל-בטוף,הרי נצרת-תירען,"1,239",-,-,"1,239",אשכול רשויות הכנרת והעמקים    
997,רומת הייב,הצפון,,יישובים לא יהודיים 4999-2000 תושבים,אל-בטוף,הרי נצרת-תירען,"2,093",-,-,"2,093",אשכול רשויות הכנרת והעמקים    
3619,רועי,יהודה והשומרון,,מושבים - לרבות כפרים שיתופיים,ערבות הירדן,,170,163,162,7,אשכול יהודה ושומרון           
3782,רותם,יהודה והשומרון,,יישובים קהילתיים,ערבות הירדן,,242,242,242,-,אשכול יהודה ושומרון           
854,רחוב,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק המעיינות,עמק בית שאן,403,403,403,-,אשכול רשויות הכנרת והעמקים    
8400,רחובות,המרכז,רחובות,יישובים יהודיים 199999-100000 תושבים,עירייה,אזור רחובות,"146,095","145,729","137,528",366,
3822,רחלים,יהודה והשומרון,,יישובים קהילתיים,שומרון,,906,906,906,-,
540,ריחאנייה,הצפון,צפת,יישובים כפריים אחרים לא יהודיים,מרום הגליל,גליל עליון מזרחי,"1,218",1,-,"1,217",אשכול רשויות גליל מזרחי       
3568,ריחן,יהודה והשומרון,יהודה ושומרון,מושבים שיתופיים,שומרון,,352,352,331,-,
542,ריינה,הצפון,,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,הרי נצרת-תירען,"19,142",33,12,"19,109",
3565,רימונים,יהודה והשומרון,,יישובים קהילתיים,מטה בנימין,,698,692,660,6,אשכול יהודה ושומרון           
616,רינתיה,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,חבל מודיעין,אזור פתח תקווה,"1,182","1,182","1,162",-,
922,רכסים,חיפה,חיפה,יישובים יהודיים 19999-10000 תושבים,מועצה מקומית,אזור חיפה,"13,266","13,266","13,244",-,אשכול רשויות המפרץ            
1069,רם-און,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,הגלבוע,עמק יזרעאל,986,986,980,-,אשכול רשויות הגליל והעמקים    
4702,רמות,הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,גולן תיכוני,531,531,522,-,אשכול רשויות גליל מזרחי       
206,רמות השבים,המרכז,פתח תקווה,יישובים כפריים אחרים יהודיים,דרום השרון,דרום השרון,"1,709","1,709","1,693",-,אשכול רשויות השרון            
735,רמות מאיר,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,גזר,אזור רמלה,750,748,739,2,
445,רמות מנשה,הצפון,יזרעאל,קיבוצים,מגידו,רמת מנשה,"1,211","1,210","1,186",1,אשכול רשויות הגליל והעמקים    
372,רמות נפתלי,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מבואות החרמון,גליל עליון מזרחי,538,538,521,-,אשכול רשויות גליל מזרחי       
8500,רמלה,המרכז,רמלה,יישובים יהודיים 99999-50000 תושבים,עירייה,אזור רמלה,"76,986","58,292","54,364","18,694",
8600,רמת גן,תל אביב,,יישובים יהודיים 199999-100000 תושבים,עירייה,אזור רמת גן,"167,556","166,610","155,534",946,
135,רמת דוד,הצפון,יזרעאל,קיבוצים,עמק יזרעאל,עמק יזרעאל,540,540,528,-,אשכול רשויות הגליל והעמקים    
184,רמת הכובש,המרכז,פתח תקווה,קיבוצים,דרום השרון,דרום השרון,"1,151","1,151","1,115",-,אשכול רשויות השרון            
335,רמת השופט,הצפון,יזרעאל,קיבוצים,מגידו,רמת מנשה,"1,124","1,124","1,059",-,אשכול רשויות הגליל והעמקים    
2650,רמת השרון,תל אביב,תל אביב,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור תל אביב,"47,510","47,454","46,668",56,
178,רמת יוחנן,חיפה,חיפה,קיבוצים,זבולון,אזור חיפה,"1,016","1,016",984,-,אשכול רשויות המפרץ            
122,רמת ישי,הצפון,יזרעאל,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,אזור יקנעם,"7,897","7,889","7,665",8,
4701,רמת מגשימים,הצפון,גולן,מושבים שיתופיים,גולן,גולן דרומי,755,755,755,-,אשכול רשויות גליל מזרחי       
339,רמת צבי,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,הגלבוע,רמת כוכב,747,742,734,5,אשכול רשויות הגליל והעמקים    
460,רמת רזיאל,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,הרי יהודה,662,662,645,-,
127,רמת רחל,ירושלים,ירושלים,קיבוצים,מטה יהודה,הרי יהודה,563,563,549,-,
789,רנן,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,מרחבים,אזור בשור,716,716,706,-,אשכול רשויות נגב מערבי        
713,רעים,הדרום,באר שבע,קיבוצים,אשכול,אזור בשור,428,427,397,1,אשכול רשויות נגב מערבי        
8700,רעננה,המרכז,פתח תקווה,יישובים יהודיים 99999-50000 תושבים,עירייה,דרום השרון,"76,278","76,230","74,041",48,אשכול רשויות השרון            
1228,רקפת,הצפון,עכו,יישובים קהילתיים,משגב,אזור שפרעם,"1,049","1,045","1,021",4,אשכול רשויות בית הכרם הגלילי  
247,רשפון,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,חוף השרון,מערב השרון,"1,456","1,456","1,423",-,
437,רשפים,הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,"1,153","1,153","1,134",-,אשכול רשויות הכנרת והעמקים    
1260,רתמים,הדרום,באר שבע,מושבים שיתופיים,רמת נגב,הר הנגב הצפוני,584,584,584,-,אשכול רשויות נגב מזרחי        
324,שאר ישוב,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מבואות החרמון,עמק חולה,655,655,625,-,אשכול רשויות גליל מזרחי       
1377,שבי דרום,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,מרחבים,אזור גרר,253,253,247,-,אשכול רשויות נגב מערבי        
282,שבי ציון,הצפון,עכו,מושבים שיתופיים,מטה אשר,אזור נהרייה,"1,227","1,227","1,203",-,אשכול רשויות גליל מערבי       
3571,שבי שומרון,יהודה והשומרון,,יישובים קהילתיים,שומרון,,"1,031","1,031","1,029",-,
913,שבלי - אום אל-גנם,הצפון,יזרעאל,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,הרי נצרת-תירען,"6,152",5,-,"6,147",אשכול רשויות הכנרת והעמקים    
1286,שגב-שלום,הדרום,באר שבע,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,אזור באר שבע,"11,364",8,-,"11,356",אשכול רשויות נגב מזרחי        
721,שדה אילן,הצפון,כנרת,מושבים - לרבות כפרים שיתופיים,הגליל התחתון,גליל תחתון מזרחי,648,648,648,-,אשכול רשויות הכנרת והעמקים    
304,שדה אליהו,הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,705,705,698,-,אשכול רשויות הכנרת והעמקים    
861,שדה אליעזר,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מבואות החרמון,עמק חולה,828,827,810,1,אשכול רשויות גליל מזרחי       
885,שדה בוקר,הדרום,באר שבע,קיבוצים,רמת נגב,הר הנגב הצפוני,449,449,437,-,אשכול רשויות נגב מזרחי        
36,שדה דוד,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,לכיש,אזור לכיש,587,587,577,-,
284,שדה ורבורג,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,דרום השרון,דרום השרון,"1,441","1,441","1,430",-,אשכול רשויות השרון            
293,שדה יואב,הדרום,אשקלון,קיבוצים,יואב,אזור מלאכי,598,598,580,-,אשכול רשויות שורק דרומי       
142,שדה יעקב,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק יזרעאל,אזור יקנעם,"1,096","1,096","1,092",-,אשכול רשויות הגליל והעמקים    
2008,שדה יצחק,חיפה,חדרה,מושבים - לרבות כפרים שיתופיים,מנשה,אזור חדרה,714,712,682,2,
18,שדה משה,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,לכיש,אזור לכיש,778,777,759,1,
259,שדה נחום,הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,912,911,894,1,אשכול רשויות הכנרת והעמקים    
329,שדה נחמיה,הצפון,צפת,קיבוצים,הגליל העליון,עמק חולה,"1,265","1,264","1,231",1,אשכול רשויות גליל מזרחי       
1058,שדה ניצן,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,אשכול,אזור בשור,357,353,349,4,אשכול רשויות נגב מערבי        
739,שדה עוזיהו,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,באר טוביה,אזור מלאכי,"1,598","1,596","1,583",2,אשכול רשויות שורק דרומי       
2049,שדה צבי,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,מרחבים,אזור גרר,653,653,645,-,אשכול רשויות נגב מערבי        
327,שדות ים,חיפה,חדרה,קיבוצים,חוף הכרמל,אזור חדרה,"1,108","1,107","1,062",1,
27,שדות מיכה,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,382,382,382,-,
1223,שדי אברהם,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,אשכול,אזור בשור,360,360,357,-,אשכול רשויות נגב מערבי        
2015,שדי חמד,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,דרום השרון,דרום השרון,982,982,970,-,אשכול רשויות השרון            
2057,שדי תרומות,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק המעיינות,עמק בית שאן,459,459,459,-,אשכול רשויות הכנרת והעמקים    
555,שדמה,המרכז,רחובות,מושבים - לרבות כפרים שיתופיים,גדרות,אזור רחובות,591,591,586,-,
