,OBJECTID,Traffic area,TAZ_Number,en_area name,Authority,Inside the city of Jerusalem?,Inside the Jerusalem metropolis?,sector,A total of one until 2020,Additional unit 2020_ 2025,Additional unit 2025_ 2030,Additional unit 2030_ 2035,Addendum y_d 2035_ 2040,Total addition between 2020_2040,A total of one until 2040,Gm_b average 2020,Gm_b average 2025,Gm_b average 2030,Gm_b average 2035,Gm_b average 2040,2020 population projections,Population projections 2025,Population projections 2030,2035 population projections,Population projections 2040,Total students 2020,Total students 2025,Total students 2030,Total students 2035,Total students 2040,Total employed 2020,Total employed 2025,Total employed 2030,Total employed 2035,Total employed 2040,Total Yeshiva students and include 2020,Total Yeshiva students and include 2025,Total Yeshiva students and include 2030,Total yeshiva students and include 2035,Total Yeshiva students including 2040,Higher education students 2020,Higher education students 2025,Higher education students 2030,Higher education students 2035,Higher education students 2040,Shape_Area,Shape__Length,Units per square kilometer - 2020,Units per square kilometer - 2040,Employed per square kilometer - 2020,Employed per square kilometer - 2040
691,692,8971,8971,Araba / Kfar Rai,Palestinian,0,0,Palestinian,6856.378725,603.7692897,584.6086577,545.1195698,492.0550121,2225.552529,9081.931254,5.0,4.9,4.8,4.7,4.7,34281.89362,37240.36314,40046.4847,42608.54668,44921.20524,0.0,0.0,0.0,0.0,0.0,527.9411618,574.4313971,619.4462638,661.4204706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60299164.8226013,29837.8778421551,113.706031338432,150.614544674355,8.75536441264469,0.0
692,693,8843,8843,Shavi Samaria,Samaria area,0,0,Jewish,800.3403037,218.9805587,250.4801069,249.0995014,289.9432198,1008.503387,1808.84369,5.1,5.1,5.1,5.2,5.2,4081.735549,5198.536398,6475.984943,7898.282447,9405.98719,1568.832711,1843.613433,2333.904967,2944.62812,3480.335286,349.4971232,414.7423011,509.8858583,618.8577351,683.6163139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16474927.8952484,31087.189002845,48.5792902274752,109.79372422757,21.2138787752024,41.4943432982893
693,694,8963,8963,Tulkarm,Palestinian,0,0,Palestinian,18544.38978,1391.880829,1313.487851,1178.621838,996.6647323,4880.65525,23425.04503,5.0,4.9,4.8,4.7,4.7,92721.94889,99542.16496,105846.9066,111386.4293,116070.7535,0.0,0.0,0.0,0.0,0.0,1427.918013,1535.092837,1636.231401,1726.985283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28854067.1799774,24218.9622841278,642.695868985445,811.845515014786,49.4875819097999,0.0
694,695,8964,8964,Anabata,Palestinian,0,0,Palestinian,4975.715655,397.8254774,377.5089659,341.3752684,296.6891566,1413.398868,6389.114523,5.0,4.9,4.8,4.7,4.7,24878.57827,26827.92311,28639.96615,30244.42991,31638.86895,0.0,0.0,0.0,0.0,0.0,383.1301054,413.7626672,442.8308575,469.1167532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50651868.4866486,34498.5347936657,98.2336052679194,126.137785512969,7.5639876049388,0.0
695,696,8965,8965,Eilar,Palestinian,0,0,Palestinian,12037.47018,962.4368938,913.2862954,825.8700651,717.7634578,3419.356712,15456.82689,5.0,4.9,4.8,4.7,4.7,60187.35088,64903.29166,69287.06587,73168.65518,76542.14343,0.0,0.0,0.0,0.0,0.0,926.8852035,1000.992844,1071.315889,1134.907884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83383091.0721588,45944.5863376639,144.363443777623,185.371238835747,11.1159851665595,0.0
696,697,8851,8851,Dotan's introduction,Samaria area,0,0,Jewish,192.0,37.50121263,41.53294839,26.78146643,41.39502839,147.2106558,339.2106558,3.5,3.5,3.5,3.7,3.7,672.0,803.2542442,948.6195635,1101.917822,1255.079427,219.1864908,258.5234496,306.0164954,364.972301,421.5844599,84.69905422,98.80256333,114.9401412,129.1060752,132.3839626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26118821.2303162,25350.3302284237,7.35102087138394,12.987211513446,3.24283601748802,5.06852745890162
697,698,8852,8852,daisy,Samaria area,0,0,Jewish,738.5742827,191.3187395,205.2364981,183.0677027,209.1334645,788.7564049,1527.330688,4.0,4.0,4.0,4.1,4.1,2954.297131,3719.572089,4540.518081,5404.608615,6262.055819,1047.459904,1278.702894,1569.170231,1895.462736,2156.374867,1201.187178,1327.76182,1472.011092,1628.415423,1757.685183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17968915.4149475,18710.4466584041,41.102886047625,84.9984906005782,66.848062348871,97.8181010044637
698,699,8842,8842,Industrial area bar,Samaria area,0,0,Jewish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0,404.7765957,432.4638298,740.9787234,1128.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3633657.84532166,7307.98777131624,0.0,0.0,105.953839461161,310.596112249004
699,700,8943,8943,Ginsapot,Palestinian,0,0,Palestinian,3110.715683,318.5071603,320.2277153,313.4194832,296.6220294,1248.776388,4359.492071,5.0,4.9,4.8,4.7,4.7,15553.57841,17114.2635,18651.35653,20124.4281,21518.55164,0.0,0.0,0.0,0.0,0.0,239.5251076,264.0501589,288.707693,312.8409932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34229606.5159454,35212.3949770717,90.8779270235231,127.360274181627,6.99760038107421,0.0
700,701,8814,8814,Horns of Samaria,Horns of Samaria,0,0,Jewish,2415.0,293.0,59.4,60.0,939.0,1351.4,3766.4,4.3,4.4,4.6,4.6,4.4,10384.5,11915.2,12730.04,13006.04,16572.16,3522.535,4041.765038,4318.167601,4411.789794,5621.456365,679.4090417,739.8971284,831.6146301,854.2271644,1441.000767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15002310.8644409,18055.792896117,160.975200542213,251.054656448112,45.2869593117393,96.0519202688646
701,702,8961,8961,Kfar Jamal,Palestinian,0,0,Palestinian,2251.552448,171.8854824,160.5185648,143.2439137,123.8926709,599.5406319,2851.09308,5.0,4.9,4.8,4.7,4.7,11257.76224,12100.0011,12870.49021,13543.73661,14126.03216,0.0,0.0,0.0,0.0,0.0,173.3695385,186.6047206,198.9646501,209.9944315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48462391.0362549,36709.0770671085,46.4597887115311,58.8310444250901,3.57740373087043,0.0
702,703,8922,8922,Salafi,Palestinian,0,0,Palestinian,3389.271093,296.1437864,286.7586376,270.2277788,246.9288961,1100.059099,4489.330192,5.0,4.9,4.8,4.7,4.7,16946.35547,18397.46002,19773.90148,21043.97204,22204.53785,0.0,0.0,0.0,0.0,0.0,260.9738742,283.7769457,305.8573608,326.6648998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25656962.9650879,27323.5871446814,132.09946545941,174.975120715135,10.1716588418947,0.0
703,704,8924,8924,Deir Istya,Palestinian,0,0,Palestinian,2492.344551,217.7731825,210.8716914,198.7155095,181.5823733,808.9427566,3301.287308,5.0,4.9,4.8,4.7,4.7,12461.72276,13528.81135,14540.99547,15474.95836,16328.39552,0.0,0.0,0.0,0.0,0.0,191.9105304,208.6790655,224.9161857,240.2172799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12328980.532959,14978.5957119264,202.15333655019,267.766446639662,15.5658069121747,0.0
704,705,8931,8931,A-angle,Palestinian,0,0,Palestinian,2724.421158,304.6546349,309.7736929,310.1059566,302.9704708,1227.504755,3951.925913,5.0,4.9,4.8,4.7,4.7,13622.10579,15114.9135,16601.82723,18059.32522,19483.28644,0.0,0.0,0.0,0.0,0.0,209.7804292,233.2388361,257.0914104,280.9695691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20568045.8816681,24685.7149823579,132.458920680852,192.139104304618,10.1993368940787,0.0
705,706,8810,8810,Pedual,Samaria area,0,0,Jewish,1240.0,285.0843277,326.5049459,65.38404713,251.2480174,928.2213381,2168.221338,5.3,5.3,5.3,5.9,5.9,6572.0,8082.946937,9813.42315,11310.14259,12792.5059,1716.45431,1838.150669,2235.391213,2770.545308,3204.290136,354.1814708,402.5382296,486.4377222,555.7499158,634.4738587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18721228.9414749,25866.3258174597,66.2349680075174,115.816186254554,18.9187083768496,33.8906094617747
706,707,8932,8932,in her hands,Palestinian,0,0,Palestinian,5312.219426,594.0316037,604.0130117,604.6608769,590.7477322,2393.453225,7705.672651,5.0,4.9,4.8,4.7,4.7,26561.09713,29471.85199,32371.11445,35213.02057,37989.53491,0.0,0.0,0.0,0.0,0.0,409.0408958,454.7813293,501.2903312,547.8492187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25204680.6019363,23904.1085678975,210.763211400976,305.72387616005,16.2287672777958,0.0
707,708,8944,8944,Kalkilia,Palestinian,0,0,Palestinian,10791.24283,974.9977619,946.275878,894.4983103,815.6815475,3631.453498,14422.69633,5.0,4.9,4.8,4.7,4.7,53956.21415,58733.70318,63275.8274,67479.96946,71313.67273,0.0,0.0,0.0,0.0,0.0,830.9256979,906.0005256,978.8637682,1047.740138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9829970.6931076,14280.580437842,1097.78992907541,1467.21661541805,84.5298245377896,0.0
708,709,8832,8832,Alfie Menashe,Alfie Menashe,0,0,Jewish,2226.471146,622.4513124,665.920555,616.9823881,614.2247118,2519.578967,4746.050113,3.6,3.6,3.6,3.6,3.6,8015.296125,10256.12085,12653.43485,14874.57145,17085.78041,2295.207503,2873.033854,3806.481638,4801.43446,5512.124384,671.2735483,1095.288134,1584.551727,2454.380462,2817.990893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9222842.68824005,17204.1645416041,241.408340276578,514.597318140495,72.7838011544894,305.544720674157
709,710,8942,8942,Ezon,Palestinian,0,0,Palestinian,4577.195933,468.6605359,471.1922096,461.1743824,436.4581289,1837.485257,6414.68119,5.0,4.9,4.8,4.7,4.7,22885.97967,25182.41629,27444.1389,29611.6585,31663.0117,0.0,0.0,0.0,0.0,0.0,352.4440869,388.5309481,424.8127483,460.3231757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30664025.8064346,30977.6919368078,149.269243441594,209.19240123565,11.4937317469268,0.0
710,711,8815,8815,Emmanuel,Emmanuel,0,0,Ultra Orthodox,1126.0,862.55,628.05,360.8,344.0,2195.4,3321.4,4.3,5.5,6.0,6.5,6.5,4841.8,10937.025,15699.6,19353.1,21589.1,1689.09,4127.18,6032.21,7493.61,8388.01,555.03525,932.9632211,2031.08204,3254.94795,4216.012717,726.27,1640.55375,2354.94,2902.965,3238.365,0.0,0.0,0.0,0.0,0.0,7842452.56556702,11763.6458085129,143.5775340158,423.515472007176,70.7731727236619,537.588551763867
711,712,8813,8813,Dear - Nofim,Samaria area,0,0,Jewish,895.0,12.0,139.4,158.4,529.8,839.6,1734.6,3.7,3.7,3.7,3.7,3.7,3311.5,3355.9,3871.68,4457.76,6418.02,1558.0,1578.889385,1821.554413,2097.294302,3019.56067,192.0416667,194.616527,224.5278212,258.5159777,372.1960615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9199776.55389404,11935.7557321167,97.2849715160928,188.548057644485,20.8746012009078,40.4570762474072
712,713,8812,8812,Bracken,Samaria area,0,0,Jewish,1015.740741,201.1995563,222.8896516,170.4781738,194.1679931,788.7353747,1804.476115,5.4,5.4,5.4,5.5,5.5,5485.0,6571.477604,7775.081723,8856.694673,9924.618635,1886.99511,1839.207291,2085.697621,2496.520467,2791.176019,374.7309396,394.436264,449.6276922,516.6649198,573.6497602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7357951.06904602,13312.2562832396,138.04668330469,245.241657367253,50.9287077453459,77.9632474879145
713,714,8811,8811,Barkan factories,Samaria area,0,0,Jewish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7875.0,8268.75,8682.1875,9116.296875,9572.111719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8693016.18353271,12408.03892046,0.0,0.0,905.899613406646,1101.12664199712
714,715,8923,8923,Kfar Dich,Palestinian,0,0,Palestinian,2047.849981,178.9346532,173.2640012,163.2758008,149.1982558,664.6727109,2712.522692,5.0,4.9,4.8,4.7,4.7,10239.24991,11116.02971,11947.69691,12715.09318,13416.32498,0.0,0.0,0.0,0.0,0.0,157.6844486,171.4624169,184.803745,197.3759816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16429278.6107178,23808.580776366,124.646372462396,165.102969903405,9.59777068343909,0.0
715,716,8745,8745,Bnei Zid calls,Palestinian,0,1,Palestinian,1299.467659,110.3367713,103.3598183,96.06139595,87.75981778,397.5178034,1696.985462,5.0,4.9,4.8,4.7,4.7,6497.338294,7037.988474,7534.115602,7985.604163,8398.075306,0.0,0.0,0.0,0.0,0.0,100.0590097,108.5549411,116.5136471,123.9103746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14741835.3555908,18340.3757927477,88.1482954907089,115.113581251362,6.78741874986772,0.0
716,717,8723,8723,Ruabi,Palestinian,0,1,Palestinian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791840.96749878,7939.94898344929,0.0,0.0,0.0,0.0
717,718,8921,8921,Savia,Palestinian,0,1,Palestinian,1333.036908,110.6623655,104.6656865,96.13761476,85.48272421,396.948391,1729.985299,5.0,4.9,4.8,4.7,4.7,6665.18454,7207.430131,7709.825426,8161.672216,8563.44102,0.0,0.0,0.0,0.0,0.0,102.6438419,111.1648441,119.2241019,126.6266983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19583373.8117218,20760.4473686558,68.0698290711327,88.3394922464536,5.2413768376602,0.0
718,719,8724,8724,Seng'il,Palestinian,0,1,Palestinian,4443.45636,368.8745517,348.8856218,320.4587159,284.942414,1323.161303,5766.617663,5.0,4.9,4.8,4.7,4.7,22217.2818,24024.7671,25699.41809,27205.57405,28544.8034,0.0,0.0,0.0,0.0,0.0,342.1461397,370.5494802,397.4136731,422.0889942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64309545.4264374,42282.1171526691,69.0948183591625,89.6697002717324,5.32030101334452,0.0
719,720,8743,8743,Deir Abu Meshal,Palestinian,0,0,Palestinian,1399.42671,118.8242153,111.3105736,103.4507341,94.51057299,428.096096,1827.522805,5.0,4.9,4.8,4.7,4.7,6997.133548,7579.372203,8113.662956,8599.881406,9044.081099,0.0,0.0,0.0,0.0,0.0,107.7558566,116.9053212,125.4762354,133.4419419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8291819.67737579,11532.0125285452,168.771966160616,220.400693226167,12.9954413859254,0.0
720,721,8744,8744,Beit Rima,Palestinian,0,0,Palestinian,1379.434899,117.1267265,109.7204225,101.9728665,93.16042195,421.9804375,1801.415337,5.0,4.9,4.8,4.7,4.7,6897.174497,7471.095457,7997.753485,8477.025957,8914.879941,0.0,0.0,0.0,0.0,0.0,106.2164873,115.2352452,123.6837177,131.5356284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23238986.8472214,21993.4814003105,59.3586505327764,77.516948085686,4.57061609433718,0.0
721,722,8694,8694,Beit Arye,Beit Arye,0,0,Jewish,1293.856229,295.0180912,311.0619042,319.8425116,314.6198735,1240.542381,2534.398609,4.2,4.2,4.2,4.2,4.2,5434.19616,6673.272143,7979.732141,9323.07069,10644.47416,1620.206635,1980.174218,2493.016315,3018.722889,3414.822921,416.3471809,498.2339982,595.1758619,694.0699882,780.6813718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15510591.9594498,28397.5780129201,83.4175918225818,163.397929339243,26.8427653817778,50.3321455326128
722,723,8831,8831,Gates of hope,Samaria area,0,0,Jewish,2551.669035,191.1025132,187.2095923,181.6414249,173.5759701,733.5295005,3285.198536,4.9,4.9,4.9,4.9,4.9,12503.17827,13439.58059,14356.90759,15246.95057,16097.47283,4052.357779,4193.695046,4387.238514,4702.159556,4949.045367,899.6616201,974.2645216,1995.374061,3035.630233,3997.954338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8498735.49137115,19036.8764672232,300.241022631041,386.551451017095,105.858291626258,470.417551182662
723,724,8941,8941,sabotage,Palestinian,0,0,Palestinian,3332.90966,341.2576718,343.1011235,335.8065891,317.8093172,1337.974702,4670.884362,5.0,4.9,4.8,4.7,4.7,16664.5483,18336.71089,19983.59629,21561.88725,23055.59105,0.0,0.0,0.0,0.0,0.0,256.6340438,282.9108846,309.3296711,335.1867784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21043831.4815979,29164.33942437,158.379412176652,221.959787412503,12.1952147366518,0.0
724,725,8833,8833,rocky,Samaria area,0,0,Jewish,934.25,228.9860271,241.4344672,227.2507097,181.222694,878.8938981,1813.143898,4.0,4.0,4.0,3.9,3.9,3737.0,4652.944109,5618.681977,6364.492696,7071.261202,935.8174735,1048.550163,1296.024857,1527.604253,1690.812083,350.8442464,428.2820838,527.9046676,620.4942208,692.120352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16665192.825058,28201.4086481629,56.0599574098687,108.798254963707,21.0525164684843,41.5308937175524
725,726,8957,8957,Furich House,Palestinian,0,0,Palestinian,3821.49369,417.069286,412.7688835,399.061072,378.4138414,1607.313083,5428.806773,5.0,4.9,4.8,4.7,4.7,19107.46845,21151.10795,23132.39859,25007.98563,26786.53069,0.0,0.0,0.0,0.0,0.0,294.2550141,326.3693492,358.1525532,388.8802557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47734154.3118744,42027.6382250679,80.0578484125225,113.730029394268,6.16445432713576,0.0
726,727,8914,8914,Bardella,Palestinian,0,0,Palestinian,789.4316158,75.27036699,74.38967384,71.29739439,65.31139927,286.2688345,1075.70045,5.0,4.9,4.8,4.7,4.7,3947.158079,4315.982877,4673.053312,5008.151065,5315.114642,0.0,0.0,0.0,0.0,0.0,60.78623442,66.58205268,72.31005756,77.79995693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15903270.7200775,16108.8921708971,49.6395760152256,67.640202379373,3.82224735338617,0.0
727,728,8976,8976,Jalboa,Palestinian,0,0,Palestinian,4889.140823,432.7307964,425.4778003,400.6771002,361.5525207,1620.438218,6509.579041,5.0,4.9,4.8,4.7,4.7,24445.70411,26566.08502,28608.37846,30491.56083,32190.85768,0.0,0.0,0.0,0.0,0.0,376.4638434,409.7841147,442.5459053,473.398042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63749972.4151611,35107.8901573355,76.692438251742,102.111087964202,5.90531774583903,0.0
728,729,8975,8975,Om A-Tut,Palestinian,0,0,Palestinian,1518.645315,134.4131045,132.160208,124.456714,112.303994,503.3340204,2021.979335,5.0,4.9,4.8,4.7,4.7,7593.226573,8251.850785,8886.219783,9471.166339,9998.995111,0.0,0.0,0.0,0.0,0.0,116.9356892,127.2854983,137.4618343,147.0450013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46519502.7103424,29382.0494907476,32.6453471451742,43.4651966851414,2.51369172899611,0.0
729,730,8912,8912,Jericho,Palestinian,0,0,Palestinian,7731.78612,737.2068296,728.5812173,698.2950686,639.6675282,2803.750644,10535.53676,5.0,4.9,4.8,4.7,4.7,38658.9306,42271.24406,45768.43391,49050.42073,52056.85811,0.0,0.0,0.0,0.0,0.0,595.3475312,652.1124571,708.2132108,761.9819311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89444163.3974609,43251.1142513614,86.4426009066957,117.788979848618,6.65608026936837,0.0
730,731,8913,8913,Parush Beit Dejan,Palestinian,0,0,Palestinian,1311.849597,125.0816393,123.6181345,118.4794936,108.5321782,475.7114455,1787.561042,5.0,4.9,4.8,4.7,4.7,6559.247984,7172.148017,7765.515062,8322.368682,8832.46992,0.0,0.0,0.0,0.0,0.0,101.012419,110.6437052,120.1623015,129.2852225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19386605.8569794,33019.4323864349,67.667832454938,92.2059825834062,5.21042310062927,0.0
731,732,8962,8962,A house next door,Palestinian,0,0,Palestinian,2037.118881,155.5154365,145.2310824,129.6016362,112.0933689,542.4415241,2579.560405,5.0,4.9,4.8,4.7,4.7,10185.59441,10947.62005,11644.72924,12253.85693,12780.69577,0.0,0.0,0.0,0.0,0.0,156.8581539,168.8328425,180.0156358,189.9949618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45967911.7464752,42484.6283049171,44.3161066840546,56.1165453681458,3.41234021604272,0.0
732,733,8956,8956,Asira A-Lefty,Palestinian,0,0,Palestinian,2957.696807,218.3788729,208.1582391,187.0499859,158.3922888,771.9793867,3729.676194,5.0,4.9,4.8,4.7,4.7,14788.48404,15858.54051,16857.70006,17736.83499,18481.27875,0.0,0.0,0.0,0.0,0.0,227.7426542,244.5578274,260.5860118,274.9888607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54225596.4747162,28601.0482088844,54.5442927193818,68.7807315450931,4.19991054051733,0.0
733,734,8972,8972,Sanur,Palestinian,0,0,Palestinian,5850.423545,515.1853785,498.8359589,465.1406368,419.8616126,1899.023587,7749.447132,5.0,4.9,4.8,4.7,4.7,29252.11773,31776.52608,34170.93868,36357.09968,38330.44926,0.0,0.0,0.0,0.0,0.0,450.482613,490.1518871,528.562256,564.378085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54515321.3613281,34236.6179307723,107.317051406949,142.151727963531,8.2634129589771,0.0
734,735,8977,8977,Janine,Palestinian,0,0,Palestinian,14220.75109,1114.377704,1060.135007,967.3839963,841.3745159,3983.271223,18204.02231,5.0,4.9,4.8,4.7,4.7,71103.75545,76564.2062,81652.85424,86199.55902,90154.01924,0.0,0.0,0.0,0.0,0.0,1094.997834,1180.804917,1262.435313,1336.92388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37802479.085022,25954.0552497503,376.185674437276,481.556309284826,28.966296933522,0.0
735,736,8911,8911,Euga,Palestinian,0,0,Palestinian,1033.226674,98.51562738,97.36295546,93.31570737,85.48109611,374.6753863,1407.90206,5.0,4.9,4.8,4.7,4.7,5166.133368,5648.859942,6116.202129,6554.785953,6956.547105,0.0,0.0,0.0,0.0,0.0,79.55845387,87.14415718,94.64110475,101.8264142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27672421.2480927,23236.8285385339,37.3377762913036,50.8774439134791,2.87500877341854,0.0
736,737,8863,8863,Gitti,Bikah,0,0,Jewish,196.8884247,45.88538818,50.61493673,49.47133321,56.77419605,202.7458542,399.6342789,4.8,4.8,4.8,4.9,4.9,945.0644387,1165.314302,1408.265998,1680.014406,1958.207967,366.3620055,429.8659409,508.5460559,626.2236167,722.1515668,100.5908777,118.527144,139.4031099,164.9615758,180.5324886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94019363.648056,52974.3803838689,2.09412632739161,4.250552900953,1.06989532578143,1.9201628430053
737,738,8864,8864,North of the Valley,Bikah,0,0,Jewish,626.9924741,132.0148771,147.4214688,103.865665,148.7187654,532.0207762,1159.01325,4.3,4.3,4.3,4.5,4.5,2696.067639,3263.73161,3897.643926,4546.325182,5215.559626,1033.609308,1168.00395,1386.384742,1667.86988,1901.247604,308.1339586,354.2554077,414.457444,473.125455,511.5655331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319971840.377197,124604.839972276,1.95952391735746,3.62223515867428,0.963003363785881,1.59878298195536
738,739,8722,8722,Kuber,Palestinian,0,1,Palestinian,2620.107026,217.5087874,205.7222115,188.9601394,168.0177683,780.2089065,3400.315933,5.0,4.9,4.8,4.7,4.7,13100.53513,14166.32819,15153.7948,16041.90746,16831.59097,0.0,0.0,0.0,0.0,0.0,201.748241,218.4964176,234.3370279,248.8869587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20394748.3328857,18693.6702902215,128.46969147323,166.725074391682,9.89216624334063,0.0
739,740,7802,7802,Psagot / Kochav Yaakov,Mata Binyamin,0,1,Jewish,630.0,50.0,50.0,50.0,50.0,200.0,830.0,5.5,5.5,5.5,5.5,5.5,3465.0,3740.0,4015.0,4290.0,4565.0,1366.931656,1205.055578,1235.160568,1364.821081,1452.77404,173.8120685,162.823428,169.433052,185.1685991,197.0809537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14847180.3750916,22436.7809738694,42.4322992032159,55.90287037884,11.7067391995585,13.2739650708786
740,741,3307,3307,Deir Tantor,Jerusalem,1,1,Arab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814984.790145874,5288.74602314871,0.0,0.0,0.0,0.0
741,742,2502,2502,Mantar,Jerusalem,1,1,Arab,30.24,1.12,101.12,101.12,176.12,379.48,409.72,4.134111204,4.134111204,4.134111204,4.134111204,4.134111204,125.0155228,129.6457274,547.6870523,965.7283773,1693.828043,48.19417018,49.48717829,197.2627877,339.4707334,567.0118212,3.490756952,3.695522695,25.02786023,45.84982858,85.14297594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1156939.76245117,4678.49868799453,26.1379209025814,354.141169054419,3.01723310520873,73.5932662212337
742,743,7243,7243,Caracas,Palestinian,0,1,Palestinian,694.4019434,46.51260918,42.04881051,36.61393073,30.72333003,155.8986804,850.3006239,5.0,4.9,4.8,4.7,4.7,3472.009717,3699.921502,3901.755793,4073.841267,4218.240918,0.0,0.0,0.0,0.0,0.0,53.46894964,57.05042055,60.28817896,63.10745163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789790.375732422,4049.58531675831,879.223101137486,1076.61558057284,67.7001787853073,0.0
